scientificName,canonicalName,authorship,family
"Heterocricetodon serbicus Markovi_, Wessels, van de Weerd & de Bruijn, 2019",Heterocricetodon serbicus,"Markovi_, Wessels, van de Weerd & de Bruijn, 2019",Muridae
"Heterocricetodon stehlini Schaub, 1925",Heterocricetodon stehlini,"Schaub, 1925",Muridae
"Hibbardomys fayae Zakrzewski, 1984",Hibbardomys fayae,"Zakrzewski, 1984",Muridae
"Hibbardomys marthae Zakrzewski, 1984",Hibbardomys marthae,"Zakrzewski, 1984",Muridae
"Hibbardomys skinneri Zakrzewski, 1984",Hibbardomys skinneri,"Zakrzewski, 1984",Muridae
"Hibbardomys voorhiesi Zakrzewski, 1984",Hibbardomys voorhiesi,"Zakrzewski, 1984",Muridae
"Hibbardomys zakrzewskii Martin, 1989",Hibbardomys zakrzewskii,"Martin, 1989",Muridae
"Hispanomys adroveri Agusti, 1986",Hispanomys adroveri,"Agusti, 1986",Muridae
"Hispanomys daamsi Agusti et al., 2005",Hispanomys daamsi,"Agusti et al., 2005",Muridae
"Hispanomys dispectus Agustí, 1980",Hispanomys dispectus,"Agustí, 1980",Muridae
"Hispanomys freudenthali van de Weerd, 1976",Hispanomys freudenthali,"van de Weerd, 1976",Muridae
"Hispanomys peralensis van de Weerd, 1976",Hispanomys peralensis,"van de Weerd, 1976",Muridae
"Hispanomys romeroi Piñero & Agustí, 2019",Hispanomys romeroi,"Piñero & Agustí, 2019",Muridae
"Huaxiamys downsi Wu & Flynn, 1992",Huaxiamys downsi,"Wu & Flynn, 1992",Muridae
"Huerzelerimys minor Mein et al., 1993",Huerzelerimys minor,"Mein et al., 1993",Muridae
"Parapodemus vireti (Schaub, 1938)",Parapodemus vireti,"(Schaub, 1938) ",Muridae
"Valerymys oreopitheci (Engesser, 1989)",Valerymys oreopitheci,"(Engesser, 1989) ",Muridae
"Valerymys turoliensis (Michaux, 1969)",Valerymys turoliensis,"(Michaux, 1969) ",Muridae
"Hybomys badius Osgood, 1936",Hybomys badius,"Osgood, 1936",Muridae
"Hybomys basilii Eisentraut, 1965",Hybomys basilii,"Eisentraut, 1965",Muridae
"Hybomys lunaris (Thomas, 1906)",Hybomys lunaris,"(Thomas, 1906) ",Muridae
"Hybomys planifrons (Miller, 1900)",Hybomys planifrons,"(Miller, 1900) ",Muridae
"Hybomys trivirgatus (Temminck, 1853)",Hybomys trivirgatus,"(Temminck, 1853) ",Muridae
"Hybomys univittatus (Peters, 1876)",Hybomys univittatus,"(Peters, 1876) ",Muridae
"Hydromys chrysogaster _.Geoffroy, 1804",Hydromys chrysogaster,"_.Geoffroy, 1804",Muridae
"Hydromys coipou Geoffroy Saint-Hilaire, 1804",Hydromys coipou,"Geoffroy Saint-Hilaire, 1804",Muridae
"Hydromys hussoni Musser & Piik, 1982",Hydromys hussoni,"Musser & Piik, 1982",Muridae
Hydromys lutrilla Krefft,Hydromys lutrilla,Krefft,Muridae
"Hydromys neobritannicus Tate & Archbold, 1935",Hydromys neobritannicus,"Tate & Archbold, 1935",Muridae
"Hydromys ziegleri Helgen, 2005",Hydromys ziegleri,"Helgen, 2005",Muridae
"Hylomyscus aeta (Thomas, 1911)",Hylomyscus aeta,"(Thomas, 1911) ",Muridae
"Hylomyscus alleni (Waterhouse, 1838)",Hylomyscus alleni,"(Waterhouse, 1838) ",Muridae
"Hylomyscus anselli (Bishop, 1979)",Hylomyscus anselli,"(Bishop, 1979) ",Muridae
"Hylomyscus arcimontensis Carleton & Stanley, 2005",Hylomyscus arcimontensis,"Carleton & Stanley, 2005",Muridae
"Hylomyscus baeri Heim de Balsac & Aellen, 1965",Hylomyscus baeri,"Heim de Balsac & Aellen, 1965",Muridae
"Hylomyscus carillus (Thomas, 1904)",Hylomyscus carillus,"(Thomas, 1904) ",Muridae
"Hylomyscus denniae (Thomas, 1906)",Hylomyscus denniae,"(Thomas, 1906) ",Muridae
"Hylomyscus grandis Eisentraut, 1969",Hylomyscus grandis,"Eisentraut, 1969",Muridae
"Hylomyscus heinrichorum Carleton, Banasiak & Stanley, 2015",Hylomyscus heinrichorum,"Carleton, Banasiak & Stanley, 2015",Muridae
"Hylomyscus kerbispeterhansi Demos, Agwanda & Hickerson, 2014",Hylomyscus kerbispeterhansi,"Demos, Agwanda & Hickerson, 2014",Muridae
"Hylomyscus mpungamachagorum Demos, Hutterer & Kerbis Peterhans, 2020",Hylomyscus mpungamachagorum,"Demos, Hutterer & Kerbis Peterhans, 2020",Muridae
"Hylomyscus pamfi Nicolas, Olayemi, Wendelen & Colyn, 2010",Hylomyscus pamfi,"Nicolas, Olayemi, Wendelen & Colyn, 2010",Muridae
"Hylomyscus parvus Brosset, Dubost & Heim de Balsac, 1965",Hylomyscus parvus,"Brosset, Dubost & Heim de Balsac, 1965",Muridae
"Hylomyscus pygmaeus Kerbis Peterhans, Hutterer & Demos, 2020",Hylomyscus pygmaeus,"Kerbis Peterhans, Hutterer & Demos, 2020",Muridae
"Hylomyscus stanleyi Kerbis Peterhans, Hutterer & Demos, 2020",Hylomyscus stanleyi,"Kerbis Peterhans, Hutterer & Demos, 2020",Muridae
"Hylomyscus stella (Thomas, 1911)",Hylomyscus stella,"(Thomas, 1911) ",Muridae
"Hylomyscus thornesmithae Kerbis Peterhans, Hutterer & Demos, 2020",Hylomyscus thornesmithae,"Kerbis Peterhans, Hutterer & Demos, 2020",Muridae
"Hylomyscus vulcanorum Lönnberg & Gyldenstolpe, 1925",Hylomyscus vulcanorum,"Lönnberg & Gyldenstolpe, 1925",Muridae
"Hylomyscus walterverheyeni Nicolas, Wendelen, Barriere, Dudu & Colyn, 2008",Hylomyscus walterverheyeni,"Nicolas, Wendelen, Barriere, Dudu & Colyn, 2008",Muridae
"Hyomys dammermani Stein, 1933",Hyomys dammermani,"Stein, 1933",Muridae
"Hyomys goliath (Milne-Edwards, 1900)",Hyomys goliath,"(Milne-Edwards, 1900) ",Muridae
"Hyorhinomys stuempkei Esselstyn, Achmadi, Handika & Rowe, 2015",Hyorhinomys stuempkei,"Esselstyn, Achmadi, Handika & Rowe, 2015",Muridae
"Jacobsomys dailyi May, Woodburne, Lindsay, Albright, Sarna-Wojcicki, Wan & Wahl, 2011",Jacobsomys dailyi,"May, Woodburne, Lindsay, Albright, Sarna-Wojcicki, Wan & Wahl, 2011",Muridae
"Jacobsomys verdensis Czaplewski, 1987",Jacobsomys verdensis,"Czaplewski, 1987",Muridae
"Kadarsanomys sodyi (Bartels, 1937)",Kadarsanomys sodyi,"(Bartels, 1937) ",Muridae
"Kanisamys benjavuni (Mein & Ginsburg, 1985)",Kanisamys benjavuni,"(Mein & Ginsburg, 1985) ",Muridae
"Kerosinia variabilis Unay-Bayraktar, 1989",Kerosinia variabilis,"Unay-Bayraktar, 1989",Muridae
"Komodomys rintjanus (Sody, 1941)",Komodomys rintjanus,"(Sody, 1941) ",Muridae
"Mus catreus (Bate, 1912)",Mus catreus,"(Bate, 1912) ",Muridae
"Rattus kiridus (Bate, 1942)",Rattus kiridus,"(Bate, 1942) ",Muridae
"Lamottemys okuensis F.Petter, 1986",Lamottemys okuensis,"F.Petter, 1986",Muridae
"Lartetomys mirabilis Mein & Freudenthal, 1971",Lartetomys mirabilis,"Mein & Freudenthal, 1971",Muridae
"Lartetomys zapfei Mein & Freudenthal, 1971",Lartetomys zapfei,"Mein & Freudenthal, 1971",Muridae
"Leggadina forresti (Thomas, 1906)",Leggadina forresti,"(Thomas, 1906) ",Muridae
"Leggadina gregoriensis Klinkhamer & Godthelp, 2015",Leggadina gregoriensis,"Klinkhamer & Godthelp, 2015",Muridae
"Leggadina irvini Cramb, Price & Hocknull, 2018",Leggadina irvini,"Cramb, Price & Hocknull, 2018",Muridae
"Leggadina lakedownensis Watts, 1976",Leggadina lakedownensis,"Watts, 1976",Muridae
"Leggadina macrodonta Klinkhamer & Godthelp, 2015",Leggadina macrodonta,"Klinkhamer & Godthelp, 2015",Muridae
"Leggadina webbi Cramb, Price & Hocknull, 2018",Leggadina webbi,"Cramb, Price & Hocknull, 2018",Muridae
"Cotimus alicae (Black, 1961)",Cotimus alicae,"(Black, 1961) ",Muridae
"Eumys blacki (Macdonald, 1963)",Eumys blacki,"(Macdonald, 1963) ",Muridae
"Eumys lockingtonianus (Cope, 1881)",Eumys lockingtonianus,"(Cope, 1881) ",Muridae
"Hesperomys nematodon (Cope, 1879)",Hesperomys nematodon,"(Cope, 1879) ",Muridae
"Leidymys azybaevi (Shevyreva, 1994)",Leidymys azybaevi,"(Shevyreva, 1994) ",Muridae
"Leidymys cerasus Korth, 1992",Leidymys cerasus,"Korth, 1992",Muridae
"Leidymys juxtaparvulus Korth, 2010",Leidymys juxtaparvulus,"Korth, 2010",Muridae
"Leidymys korthi Williams & Storer, 1998",Leidymys korthi,"Williams & Storer, 1998",Muridae
"Leimacomys buettneri Matschie, 1893",Leimacomys buettneri,"Matschie, 1893",Muridae
"Lemniscomys barbarus (Linnaeus, 1767)",Lemniscomys barbarus,"(Linnaeus, 1767) ",Muridae
"Lemniscomys bellieri Van der Straeten, 1975",Lemniscomys bellieri,"Van der Straeten, 1975",Muridae
"Lemniscomys griselda (Thomas, 1904)",Lemniscomys griselda,"(Thomas, 1904) ",Muridae
"Lemniscomys hoogstraali Dieterlen, 1991",Lemniscomys hoogstraali,"Dieterlen, 1991",Muridae
"Lemniscomys linulus (Thomas, 1910)",Lemniscomys linulus,"(Thomas, 1910) ",Muridae
"Lemniscomys macculus (Thomas & Wroughton, 1910)",Lemniscomys macculus,"(Thomas & Wroughton, 1910) ",Muridae
"Lemniscomys mittendorfi Eisentraut, 1968",Lemniscomys mittendorfi,"Eisentraut, 1968",Muridae
"Lemniscomys olga Thomas & Hinton, 1921",Lemniscomys olga,"Thomas & Hinton, 1921",Muridae
"Lemniscomys rosalia (Thomas, 1904)",Lemniscomys rosalia,"(Thomas, 1904) ",Muridae
"Lemniscomys roseveari Van der Straeten, 1980",Lemniscomys roseveari,"Van der Straeten, 1980",Muridae
"Lemniscomys striatus (Linnaeus, 1758)",Lemniscomys striatus,"(Linnaeus, 1758) ",Muridae
"Lemniscomys zebra (Heuglin, 1864)",Lemniscomys zebra,"(Heuglin, 1864) ",Muridae
"Lenomys meyer (Jentink, 1879)",Lenomys meyer,"(Jentink, 1879) ",Muridae
"Lenomys meyeri (Jentink, 1879)",Lenomys meyeri,"(Jentink, 1879) ",Muridae
"Lenothrix canus Miller, 1903",Lenothrix canus,"Miller, 1903",Muridae
"Leopoldamys ciliatus (Bonhote, 1900)",Leopoldamys ciliatus,"(Bonhote, 1900) ",Muridae
"Leopoldamys diwangkarai Maryanto & Sinaga, 2008",Leopoldamys diwangkarai,"Maryanto & Sinaga, 2008",Muridae
"Leopoldamys edwardsi (Thomas, 1882)",Leopoldamys edwardsi,"(Thomas, 1882) ",Muridae
"Leopoldamys milleti (Robinson & Kloss, 1922)",Leopoldamys milleti,"(Robinson & Kloss, 1922) ",Muridae
"Leopoldamys neilli (J.T.Marshall Jr., 1976)",Leopoldamys neilli,"(J.T.Marshall Jr., 1976) ",Muridae
Leopoldamys revertens,Leopoldamys revertens,,Muridae
"Leopoldamys sabanus (Thomas, 1887)",Leopoldamys sabanus,"(Thomas, 1887) ",Muridae
"Leopoldamys siporanus (Thomas, 1895)",Leopoldamys siporanus,"(Thomas, 1895) ",Muridae
"Leporillus apicalis (Gould, 1853)",Leporillus apicalis,"(Gould, 1853) ",Muridae
"Leporillus conditor (Gould, 1848)",Leporillus conditor,"(Gould, 1848) ",Muridae
"Leporillus conditor (Sturt, 1848)",Leporillus conditor,"(Sturt, 1848) ",Muridae
"Leptomys arfakensis Musser, Helgen & Lunde, 2008",Leptomys arfakensis,"Musser, Helgen & Lunde, 2008",Muridae
"Leptomys elegans Thomas, 1897",Leptomys elegans,"Thomas, 1897",Muridae
"Leptomys ernstmayri Rümmler, 1932",Leptomys ernstmayri,"Rümmler, 1932",Muridae
"Leptomys paulus Musser, Helgen & Lunde, 2008",Leptomys paulus,"Musser, Helgen & Lunde, 2008",Muridae
"Leptomys signatus Tate & Archbold, 1938",Leptomys signatus,"Tate & Archbold, 1938",Muridae
"Lignitella suemengeni Unay-Bayraktar, 1989",Lignitella suemengeni,"Unay-Bayraktar, 1989",Muridae
"Limnomys bryophilus Rickart, Heaney & Tabaranza, 2003",Limnomys bryophilus,"Rickart, Heaney & Tabaranza, 2003",Muridae
"Limnomys sibuanus Mearns, 1905",Limnomys sibuanus,"Mearns, 1905",Muridae
"Lophuromys angolensis W.Verheyen, Dierckx & Hulselmans, 2000",Lophuromys angolensis,"W.Verheyen, Dierckx & Hulselmans, 2000",Muridae
"Lophuromys ansorgei de Winton, 1896",Lophuromys ansorgei,"de Winton, 1896",Muridae
"Lophuromys aquilus (True, 1892)",Lophuromys aquilus,"(True, 1892) ",Muridae
"Lophuromys brevicaudus Osgood, 1936",Lophuromys brevicaudus,"Osgood, 1936",Muridae
"Lophuromys brunneus Thomas, 1906",Lophuromys brunneus,"Thomas, 1906",Muridae
"Lophuromys chercherensis Lavrenchenko, W.Verheyen, E.Verheyen, Hulseman & Leirs, 2007",Lophuromys chercherensis,"Lavrenchenko, W.Verheyen, E.Verheyen, Hulseman & Leirs, 2007",Muridae
"Lophuromys chrysopus Osgood, 1936",Lophuromys chrysopus,"Osgood, 1936",Muridae
"Lophuromys dieterleni W.Verheyen, Hulselmans, Colyn & Hutterer, 1997",Lophuromys dieterleni,"W.Verheyen, Hulselmans, Colyn & Hutterer, 1997",Muridae
"Lophuromys dudui W.Verheyen, Hulselmans, Dierckx & E.Verheyen, 2002",Lophuromys dudui,"W.Verheyen, Hulselmans, Dierckx & E.Verheyen, 2002",Muridae
"Lophuromys eisentrauti Dieterlen, 1978",Lophuromys eisentrauti,"Dieterlen, 1978",Muridae
"Lophuromys flavopunctatus Thomas, 1888",Lophuromys flavopunctatus,"Thomas, 1888",Muridae
"Lophuromys huttereri W.Verheyen, Colyn & Hulselmans, 1996",Lophuromys huttereri,"W.Verheyen, Colyn & Hulselmans, 1996",Muridae
"Lophuromys kilonzoi W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Lophuromys kilonzoi,"W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Muridae
"Lophuromys laticeps Thomas & Wroughton, 1907",Lophuromys laticeps,"Thomas & Wroughton, 1907",Muridae
"Lophuromys luteogaster Hatt, 1934",Lophuromys luteogaster,"Hatt, 1934",Muridae
"Lophuromys machangui W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Lophuromys machangui,"W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Muridae
"Lophuromys makundii W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Lophuromys makundii,"W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Muridae
"Lophuromys medicaudatus Dieterlen, 1975",Lophuromys medicaudatus,"Dieterlen, 1975",Muridae
"Lophuromys melanonyx F.Petter, 1972",Lophuromys melanonyx,"F.Petter, 1972",Muridae
"Lophuromys menageshae Lavrenchenko, W.Verheyen, E.Verheyen, Hulseman & Leirs, 2007",Lophuromys menageshae,"Lavrenchenko, W.Verheyen, E.Verheyen, Hulseman & Leirs, 2007",Muridae
"Lophuromys nudicaudus Heller, 1911",Lophuromys nudicaudus,"Heller, 1911",Muridae
"Lophuromys pseudosikapusi Lavrenchenko, W.Verheyen, E.Verheyen, Hulsemans & Leirs, 2007",Lophuromys pseudosikapusi,"Lavrenchenko, W.Verheyen, E.Verheyen, Hulsemans & Leirs, 2007",Muridae
"Lophuromys rahmi Verheyen, 1964",Lophuromys rahmi,"Verheyen, 1964",Muridae
"Lophuromys rita Dollman, 1910",Lophuromys rita,"Dollman, 1910",Muridae
"Lophuromys roseveari W.Verheyen, Hulselmans, Colyn & Hutterer, 1997",Lophuromys roseveari,"W.Verheyen, Hulselmans, Colyn & Hutterer, 1997",Muridae
"Lophuromys sabunii W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Lophuromys sabunii,"W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Muridae
"Lophuromys sikapusi (Temminck, 1853)",Lophuromys sikapusi,"(Temminck, 1853) ",Muridae
"Lophuromys simensis Osgood, 1936",Lophuromys simensis,"Osgood, 1936",Muridae
"Lophuromys stanleyi W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Lophuromys stanleyi,"W.Verheyen, Hulsemans, Dierckx, Mulungu, Leirs, Corti & E.Verheyen, 2007",Muridae
"Lophuromys verhageni W.Verheyen, Hulselmans, Dierckx & E.Verheyen, 2002",Lophuromys verhageni,"W.Verheyen, Hulselmans, Dierckx & E.Verheyen, 2002",Muridae
"Lophuromys woosnami Thomas, 1906",Lophuromys woosnami,"Thomas, 1906",Muridae
"Lophuromys zena Dollman, 1909",Lophuromys zena,"Dollman, 1909",Muridae
"Lorentzimys nouhuysi Jentink, 1911",Lorentzimys nouhuysi,"Jentink, 1911",Muridae
"Mimomys monahani (Martin, 1972)",Mimomys monahani,"(Martin, 1972) ",Muridae
"Macruromys elegans Stein, 1933",Macruromys elegans,"Stein, 1933",Muridae
"Macruromys major Rümmler, 1935",Macruromys major,"Rümmler, 1935",Muridae
"Madromys blanfordi (Thomas, 1881)",Madromys blanfordi,"(Thomas, 1881) ",Muridae
"Malacomys cansdalei Ansell, 1958",Malacomys cansdalei,"Ansell, 1958",Muridae
"Malacomys edwardsi Rochebrune, 1885",Malacomys edwardsi,"Rochebrune, 1885",Muridae
"Malacomys longipes Milne-Edwards, 1877",Malacomys longipes,"Milne-Edwards, 1877",Muridae
"Mallomys aroaensis (De Vis, 1907)",Mallomys aroaensis,"(De Vis, 1907) ",Muridae
"Mallomys gunung Flannery, Aplin & Groves, 1989",Mallomys gunung,"Flannery, Aplin & Groves, 1989",Muridae
"Mallomys istapantap Flannery, Aplin & Groves, 1989",Mallomys istapantap,"Flannery, Aplin & Groves, 1989",Muridae
"Mallomys rothschildi Thomas, 1898",Mallomys rothschildi,"Thomas, 1898",Muridae
"Malpaisomys insularis Hutterer, Lopez-Martinez & Michaux, 1988",Malpaisomys insularis,"Hutterer, Lopez-Martinez & Michaux, 1988",Muridae
"Mammelomys lanosus (Thomas, 1922)",Mammelomys lanosus,"(Thomas, 1922) ",Muridae
"Mammelomys rattoides (Thomas, 1922)",Mammelomys rattoides,"(Thomas, 1922) ",Muridae
"Margaretamys beccarii (Jentink, 1880)",Margaretamys beccarii,"(Jentink, 1880) ",Muridae
"Margaretamys christinae Mortelliti, Castiglia, Amori, Maryanto & Musser, 2012",Margaretamys christinae,"Mortelliti, Castiglia, Amori, Maryanto & Musser, 2012",Muridae
"Margaretamys elegans Musser, 1981",Margaretamys elegans,"Musser, 1981",Muridae
"Margaretamys parvus Musser, 1981",Margaretamys parvus,"Musser, 1981",Muridae
"Mastacomys fuscus Thomas, 1882",Mastacomys fuscus,"Thomas, 1882",Muridae
"Mastomys awashensis Lavrenchenko, Likhnova & Baskevich, 1998",Mastomys awashensis,"Lavrenchenko, Likhnova & Baskevich, 1998",Muridae
"Mastomys coucha (A.Smith, 1834)",Mastomys coucha,"(A.Smith, 1834) ",Muridae
"Mastomys erythroleucus (Temminck, 1853)",Mastomys erythroleucus,"(Temminck, 1853) ",Muridae
"Mastomys huberti (Wroughton, 1909)",Mastomys huberti,"(Wroughton, 1909) ",Muridae
"Mastomys kollmannspergeri (F.Petter, 1957)",Mastomys kollmannspergeri,"(F.Petter, 1957) ",Muridae
"Mastomys natalensis (A.Smith, 1834)",Mastomys natalensis,"(A.Smith, 1834) ",Muridae
"Mastomys pernanus (Kershaw, 1921)",Mastomys pernanus,"(Kershaw, 1921) ",Muridae
"Mastomys shortridgei (St.Leger, 1933)",Mastomys shortridgei,"(St.Leger, 1933) ",Muridae
"Mastomys shortridgeri (St.Leger, 1933)",Mastomys shortridgeri,"(St.Leger, 1933) ",Muridae
"Maxomys alticola (Thomas, 1888)",Maxomys alticola,"(Thomas, 1888) ",Muridae
"Maxomys baeodon (Thomas, 1894)",Maxomys baeodon,"(Thomas, 1894) ",Muridae
"Maxomys bartelsii (Jentink, 1910)",Maxomys bartelsii,"(Jentink, 1910) ",Muridae
"Maxomys dollmani (Ellerman, 1941)",Maxomys dollmani,"(Ellerman, 1941) ",Muridae
"Maxomys hellwaldii (Jentink, 1878)",Maxomys hellwaldii,"(Jentink, 1878) ",Muridae
"Maxomys hylomyoides (Robinson & Kloss, 1916)",Maxomys hylomyoides,"(Robinson & Kloss, 1916) ",Muridae
"Maxomys inas (Bonhote, 1906)",Maxomys inas,"(Bonhote, 1906) ",Muridae
"Maxomys inflatus (Robinson & Kloss, 1916)",Maxomys inflatus,"(Robinson & Kloss, 1916) ",Muridae
"Maxomys moi (Robinson & Kloss, 1922)",Maxomys moi,"(Robinson & Kloss, 1922) ",Muridae
"Maxomys musschenbroekii (Jentink, 1879)",Maxomys musschenbroekii,"(Jentink, 1879) ",Muridae
"Maxomys ochraceiventer (Thomas, 1894)",Maxomys ochraceiventer,"(Thomas, 1894) ",Muridae
"Maxomys pagensis (Miller, 1903)",Maxomys pagensis,"(Miller, 1903) ",Muridae
"Maxomys panglima (Robinson, 1921)",Maxomys panglima,"(Robinson, 1921) ",Muridae
"Maxomys pliosurifer Nishioka, Takai, Nishimura, Thaung-Htike, Zin-Maung-Maung-Thein, Egi, Tsubamoto & Maung-Maung, 2014",Maxomys pliosurifer,"Nishioka, Takai, Nishimura, Thaung-Htike, Zin-Maung-Maung-Thein, Egi, Tsubamoto & Maung-Maung, 2014",Muridae
"Maxomys rajah (Thomas, 1894)",Maxomys rajah,"(Thomas, 1894) ",Muridae
"Maxomys surifer (Miller, 1900)",Maxomys surifer,"(Miller, 1900) ",Muridae
"Maxomys tajuddinii Achmadi, Maryanto & Maharadatunkamsi, 2012",Maxomys tajuddinii,"Achmadi, Maryanto & Maharadatunkamsi, 2012",Muridae
"Maxomys wattsi Musser, 1991",Maxomys wattsi,"Musser, 1991",Muridae
"Maxomys whiteheadi (Thomas, 1894)",Maxomys whiteheadi,"(Thomas, 1894) ",Muridae
"Megacricetodon andrewsi Pelaez-Campomanes & Daams, 2002",Megacricetodon andrewsi,"Pelaez-Campomanes & Daams, 2002",Muridae
"Megacricetodon beijiangensis Maridet et al., 2011",Megacricetodon beijiangensis,"Maridet et al., 2011",Muridae
"Megacricetodon bourgeoisi Schaub, 1925",Megacricetodon bourgeoisi,"Schaub, 1925",Muridae
"Megacricetodon collongensis Mein, 1958",Megacricetodon collongensis,"Mein, 1958",Muridae
"Megacricetodon crusafonti Freudenthal, 1963",Megacricetodon crusafonti,"Freudenthal, 1963",Muridae
"Megacricetodon debruijni Freudenthal, 1968",Megacricetodon debruijni,"Freudenthal, 1968",Muridae
"Megacricetodon dzhungaricus Kordikova & de Bruijn, 2001",Megacricetodon dzhungaricus,"Kordikova & de Bruijn, 2001",Muridae
"Megacricetodon hellenicus Oliver & Peláez-Campomanes, 2016",Megacricetodon hellenicus,"Oliver & Peláez-Campomanes, 2016",Muridae
"Megacricetodon ibericus Schaub, 1944",Megacricetodon ibericus,"Schaub, 1944",Muridae
"Megacricetodon lappi Mein, 1958",Megacricetodon lappi,"Mein, 1958",Muridae
"Megacricetodon lopezae Garcia Moreno, 1986",Megacricetodon lopezae,"Garcia Moreno, 1986",Muridae
"Megacricetodon minor Lartet, 1851",Megacricetodon minor,"Lartet, 1851",Muridae
"Megacricetodon minutus Daxner, 1967",Megacricetodon minutus,"Daxner, 1967",Muridae
"Megacricetodon primitivus Mein & Freudenthal, 1971",Megacricetodon primitivus,"Mein & Freudenthal, 1971",Muridae
"Megacricetodon pusillus Qiu, 1996",Megacricetodon pusillus,"Qiu, 1996",Muridae
"Megacricetodon rafaeli Daams & Freudenthal, 1988",Megacricetodon rafaeli,"Daams & Freudenthal, 1988",Muridae
"Megacricetodon similis Fahlbusch, 1964",Megacricetodon similis,"Fahlbusch, 1964",Muridae
"Megacricetodon sinensis Qiu et al., 1981",Megacricetodon sinensis,"Qiu et al., 1981",Muridae
"Megacricetodon vandermeuleni Oliver & Peláez-Campomanes, 2013",Megacricetodon vandermeuleni,"Oliver & Peláez-Campomanes, 2013",Muridae
"Megacricetodon yei Bi, Meng & Wu, 2008",Megacricetodon yei,"Bi, Meng & Wu, 2008",Muridae
"Melasmothrix naso Miller & Hollister, 1921",Melasmothrix naso,"Miller & Hollister, 1921",Muridae
